                           mean         std         2.5q          25q         50q         75q       97.5q       mc err
a_subj.36               2.73082   0.0928192      2.55485       2.6677     2.72993     2.79331      2.9155   0.00207608
a_subj.37               1.73426   0.0580624      1.62769      1.69362     1.73219     1.77196     1.85545   0.00151932
a_subj.38               2.84693    0.115774      2.63761      2.76736     2.83935     2.92014     3.08962   0.00371619
a_subj.39               2.52842   0.0951018       2.3555      2.46252     2.52589      2.5905     2.72576   0.00244437
t                      0.427222   0.0453544     0.349559     0.396437    0.423955    0.453783    0.527133   0.00143851
t_std                  0.280188   0.0484657     0.205076     0.245725    0.273389     0.30689    0.392167   0.00168275
t_subj.1               0.324365   0.0119553     0.297833     0.317128    0.325495    0.333116    0.344129  0.000299114
t_subj.2               0.529082   0.0209029     0.484334     0.515441    0.530318    0.544204    0.566106  0.000515669
t_subj.3               0.509455   0.0201694     0.466047     0.496923    0.511434    0.523465    0.543577  0.000618904
t_subj.4               0.385417   0.0124665     0.357818     0.378219    0.386769    0.394076    0.406293  0.000353765
t_subj.5               0.473158   0.0146003     0.440473      0.46474    0.474692    0.483357    0.497031  0.000320153
t_subj.6               0.516682   0.0148113     0.484387     0.507556    0.518118    0.527212    0.540971  0.000312303
t_subj.7               0.512629    0.024525     0.459324     0.497178    0.514854    0.530145     0.55406  0.000731907
t_subj.8               0.351217   0.0184199      0.31131     0.340365    0.352856    0.364144    0.382624   0.00049746
t_subj.9               0.439205   0.0268761     0.381669     0.421807    0.441357    0.458221    0.487481  0.000655106
t_subj.10              0.305182   0.0228523     0.253808     0.290971    0.307665    0.321463    0.343467  0.000794487
t_subj.11            0.00171575  0.00112588  0.000215333  0.000867021  0.00148363  0.00232029  0.00442648  2.63117e-05
t_subj.12              0.365987   0.0279225     0.305998     0.348521    0.368308    0.385573    0.414601  0.000845452
t_subj.13              0.344751   0.0224806     0.292489     0.332008    0.347264    0.360135    0.381772  0.000600687
t_subj.14              0.359879   0.0373447     0.282058     0.335687    0.362075    0.386825    0.424558   0.00109798
t_subj.15              0.434193   0.0355793     0.353083     0.412591    0.437177    0.459302    0.495111   0.00095812
t_subj.16              0.219898   0.0296655     0.154089     0.202556    0.222638    0.241337    0.268509  0.000917769
t_subj.17              0.451452   0.0112943     0.426797     0.444727    0.452648     0.45934    0.470117  0.000279343
t_subj.18             0.0831037    0.023147    0.0326976    0.0684305   0.0845675   0.0997886    0.123902  0.000745382
t_subj.19              0.575053   0.0199649      0.52992     0.562851    0.577447    0.589177    0.607389  0.000475437
t_subj.20              0.478668   0.0195282     0.436456     0.466683     0.48003    0.492354    0.512357  0.000506061
t_subj.21             0.0488546   0.0233497   0.00926464    0.0314096   0.0471361   0.0644943   0.0977347   0.00055611
t_subj.22              0.258469   0.0144967     0.226613     0.249738    0.259362    0.268933     0.28345  0.000475647
t_subj.23              0.408611   0.0286697     0.342679     0.392091    0.412059    0.429128    0.454534  0.000651271
t_subj.24              0.367745   0.0120031      0.34162     0.360446    0.368765    0.376207    0.388344  0.000274901
t_subj.25              0.473027   0.0353057     0.396689     0.449677    0.475145    0.498219    0.535555   0.00082825
t_subj.26              0.271495   0.0521946     0.164086     0.236681    0.273313    0.309228    0.364343   0.00125449
t_subj.27              0.369238   0.0119593      0.34239     0.362073    0.370557    0.377832    0.388824  0.000332161
t_subj.28              0.529315   0.0113365     0.504347     0.522407     0.53042    0.537359    0.548225  0.000240529
t_subj.29              0.484074   0.0104194     0.461315     0.477553    0.485135    0.491468    0.501923  0.000300917
t_subj.30              0.557712    0.016171     0.521101     0.547876    0.559419    0.569521     0.58472  0.000534868
t_subj.31              0.570996    0.012193     0.544775     0.563574    0.571874    0.579606    0.592167   0.00030553
t_subj.32              0.654923   0.0203618     0.610716     0.642008    0.656481    0.669082    0.690898  0.000535669
t_subj.33              0.571494   0.0160863     0.535696     0.561626    0.573045    0.583184      0.5985  0.000345116
t_subj.34              0.529203   0.0150691     0.495133      0.52028    0.530855    0.539576    0.554369  0.000393357
t_subj.35              0.573687   0.0275856     0.515182     0.556046    0.575469    0.593137    0.623587    0.0007838
t_subj.36              0.468264   0.0198181     0.423618     0.456139     0.47038    0.482346    0.501116  0.000484298
t_subj.37              0.453874   0.0109206     0.429588     0.447555    0.454835    0.461406    0.472345   0.00027725
t_subj.38              0.557041   0.0367958     0.478409     0.534175    0.559703    0.583078    0.620278    0.0011345
t_subj.39              0.488526   0.0262033        0.434     0.471128    0.490052    0.507852    0.534385  0.000693573
z                      0.432384   0.0126533     0.407471     0.423846    0.432334    0.440877    0.457613  0.000226503
z_std                  0.309237   0.0217028     0.269743     0.293965    0.308458    0.323379    0.354736  0.000445271
z_subj.1               0.591724   0.0260703     0.539772      0.57408    0.592343    0.608565    0.643057  0.000889145
z_subj.2               0.489553   0.0211834     0.450014     0.475153    0.489295    0.503077    0.531452  0.000481788
z_subj.3               0.321724   0.0218176     0.280914     0.307236    0.320775    0.335828    0.367366   0.00072036
z_subj.4               0.430471   0.0289271      0.37624      0.41028     0.42983    0.450388    0.486242  0.000926234
z_subj.5               0.505135   0.0249758     0.457493     0.487827    0.504531    0.522347    0.553855  0.000621599
z_subj.6               0.556364   0.0225243     0.513541      0.54125    0.556302    0.572015      0.6003  0.000619738
z_subj.7               0.474809   0.0218117     0.432765     0.460124    0.474451    0.489359    0.518941  0.000475591
z_subj.8               0.261109   0.0190597     0.225651     0.248075    0.260185     0.27349    0.300701  0.000604662
z_subj.9               0.498659   0.0209776     0.458555      0.48409    0.498424    0.512818    0.540574  0.000510727
z_subj.10              0.290825   0.0243415     0.245396     0.274022    0.290507     0.30633    0.342287   0.00104982
z_subj.11              0.440679    0.026623     0.387905     0.422308    0.441131    0.458342    0.493365   0.00076456
z_subj.12              0.387328    0.022957     0.343747     0.371397    0.386616    0.402934      0.4321  0.000720142
z_subj.13              0.421626   0.0246107     0.376111     0.404176    0.421308    0.438573    0.470649  0.000665125
z_subj.14              0.425772   0.0215359     0.383939     0.411576    0.425679    0.439881    0.468629  0.000519524
z_subj.15              0.445132   0.0209552     0.403781     0.431014    0.445563    0.459042    0.487092  0.000501032
z_subj.16              0.230172   0.0222895     0.189213     0.214511     0.22907    0.244785    0.276509  0.000828785
z_subj.17               0.28823   0.0214785     0.247229     0.273502    0.287865    0.302527     0.33126  0.000709536
z_subj.18              0.302253   0.0273451     0.252314     0.282941    0.301039    0.320693    0.357354   0.00117755
z_subj.19               0.40917   0.0220841     0.366188       0.3945    0.408548    0.424118    0.452586  0.000631888
z_subj.20              0.519372    0.021231     0.477831     0.504851     0.51987    0.533757    0.560694  0.000487463
z_subj.21              0.382296   0.0216157     0.341174      0.36755    0.381913    0.397416    0.425164   0.00060805
z_subj.22              0.381372   0.0280321     0.329513      0.36281     0.38163    0.399513    0.437916   0.00110024
z_subj.23              0.372921   0.0279186     0.319713     0.353726    0.372287    0.391057    0.428304  0.000888327
z_subj.24              0.471352   0.0233784     0.426873     0.455252    0.471153    0.487078    0.518821  0.000565597
z_subj.25              0.361251   0.0228306      0.31773     0.345841    0.360862    0.376525    0.407747  0.000673462
z_subj.26              0.490927   0.0205874     0.451203     0.477116    0.490717    0.504753    0.531806  0.000460897
z_subj.27              0.295689   0.0203325     0.256002     0.282183    0.294858    0.309724     0.33697  0.000575271
z_subj.28              0.450346   0.0230824     0.405025     0.434307    0.450577    0.466019    0.496174  0.000617904
z_subj.29              0.358446   0.0226041     0.315949     0.342785    0.357984    0.373624    0.402827  0.000685383
z_subj.30              0.353308   0.0250638     0.307281     0.336098    0.351965    0.369952    0.406224   0.00088453
z_subj.31              0.535146   0.0214911     0.493575     0.520328    0.535239    0.550069    0.575907  0.000466214
z_subj.32              0.588784   0.0214351     0.545262     0.574624     0.58871     0.60336    0.629843  0.000508713
z_subj.33              0.556732   0.0218489     0.512844     0.542305    0.556946    0.571374    0.598533   0.00047087
z_subj.34              0.583361    0.023817     0.535262     0.567819    0.583855    0.599323    0.628885   0.00069626
z_subj.35              0.590702    0.020074     0.551448     0.577111    0.590585    0.604273    0.629653  0.000544734
z_subj.36              0.379867    0.021545     0.339552     0.365134    0.379559    0.393705    0.423293  0.000555141
z_subj.37              0.447305   0.0217634     0.405454     0.432725    0.446854    0.461648     0.49054  0.000473904
z_subj.38               0.54757   0.0215327     0.505931     0.533046    0.547588    0.562511    0.589004  0.000519522
z_subj.39              0.526198   0.0204893     0.485612     0.512318    0.526158    0.539923    0.566331  0.000441906
v_Intercept           -0.178797   0.0956969    -0.368327     -0.24171   -0.180173   -0.117886   0.0128892    0.0022011
v_Intercept_std        0.555403   0.0727621     0.433375     0.502581    0.548995    0.601596    0.713178   0.00175663
v_Intercept_subj.1      1.10581    0.185602     0.732969     0.978975     1.10812     1.23501     1.46315   0.00890819
v_Intercept_subj.2    0.0555888    0.153453    -0.241604   -0.0519165   0.0550128    0.160036    0.355337   0.00775884
v_Intercept_subj.3    -0.400918    0.138846     -0.68216    -0.491444   -0.395149   -0.304079    -0.13987   0.00675151
v_Intercept_subj.4    -0.784825    0.183347     -1.13271    -0.911247   -0.789603   -0.664787   -0.410194   0.00727813
v_Intercept_subj.5    -0.886609    0.171139     -1.24124    -0.998861   -0.884104   -0.762825   -0.573183    0.0075652
v_Intercept_subj.6    -0.172319    0.159164    -0.490372    -0.276389   -0.173577  -0.0648185    0.134419   0.00735567
v_Intercept_subj.7     0.105385    0.144271    -0.187151    0.0119213    0.109553    0.204255    0.377287   0.00654285
v_Intercept_subj.8    -0.637487    0.133423    -0.888653    -0.729712   -0.639788   -0.547401   -0.369031   0.00606935
v_Intercept_subj.9    -0.223507    0.144249    -0.509889    -0.317097   -0.224628   -0.123206   0.0529431   0.00654982
v_Intercept_subj.10    -0.89859    0.138801     -1.18483    -0.990445   -0.897623   -0.804772    -0.62479   0.00783357
v_Intercept_subj.11    -1.00657    0.163828     -1.33695     -1.12083    -1.00432   -0.891258   -0.696856   0.00692778
v_Intercept_subj.12   0.0579208    0.112134    -0.154121   -0.0179472   0.0556465    0.133162    0.281485   0.00480456
v_Intercept_subj.13   -0.630574    0.131618    -0.891846    -0.717456   -0.626937   -0.541797   -0.375341   0.00576671
v_Intercept_subj.14   -0.311471    0.132756    -0.555884    -0.401351   -0.318423   -0.223933  -0.0412259   0.00684215
v_Intercept_subj.15     0.12476    0.119039    -0.105441    0.0465944    0.122819    0.204772    0.362709   0.00554054
v_Intercept_subj.16   -0.468965    0.106842    -0.677695    -0.539688    -0.46765   -0.396415   -0.262483   0.00532052
v_Intercept_subj.17   -0.795008    0.161983     -1.12107    -0.901363   -0.793433   -0.687498   -0.480202   0.00687569
v_Intercept_subj.18   -0.972118    0.147913     -1.26451     -1.07399   -0.968503   -0.872689   -0.682185   0.00725389
v_Intercept_subj.19   0.0581809    0.129549    -0.195673   -0.0322375   0.0611928    0.148577    0.311268   0.00603374
v_Intercept_subj.20    0.237024    0.161543   -0.0729888      0.12532    0.235837    0.348114    0.563195    0.0068904
v_Intercept_subj.21   0.0659058   0.0980452     -0.12285  -0.00201591   0.0649876     0.13202    0.264761   0.00480191
v_Intercept_subj.22   -0.705943    0.175035      -1.0447      -0.8246   -0.706978   -0.585622   -0.359247   0.00912582
v_Intercept_subj.23   -0.713745    0.126448    -0.975099    -0.798526   -0.709443   -0.628747   -0.470148   0.00574609
v_Intercept_subj.24    -1.11937    0.185409     -1.49143     -1.23838    -1.12253   -0.992734   -0.763077   0.00731352
v_Intercept_subj.25    0.107629    0.110765    -0.103105    0.0321323    0.106064    0.182845    0.324975   0.00460585
v_Intercept_subj.26  -0.0077947    0.105452    -0.219441   -0.0790464 -0.00458989   0.0661186    0.186854   0.00491334
v_Intercept_subj.27   -0.299741    0.153839    -0.592316    -0.405128   -0.299243   -0.194769  0.00589466   0.00623112
v_Intercept_subj.28    0.275302    0.165596    -0.041636     0.159439    0.277147     0.39068    0.596923   0.00711894
v_Intercept_subj.29   -0.118399    0.173454    -0.453959     -0.23649   -0.117504  0.00101869    0.218495   0.00745564
v_Intercept_subj.30   -0.623122    0.157688    -0.933162    -0.731137   -0.623123   -0.517083   -0.319541   0.00686618
v_Intercept_subj.31    0.185517    0.170793    -0.153748    0.0712919    0.187467    0.298539    0.510421   0.00711118
v_Intercept_subj.32    0.451743    0.151349     0.153371     0.346718    0.453741    0.553416    0.746342   0.00661579
v_Intercept_subj.33     0.16235     0.16213    -0.158523    0.0550177    0.167767     0.26778    0.476519   0.00713687
v_Intercept_subj.34    0.573912    0.181929      0.21807     0.451803     0.57725     0.69601     0.93794   0.00872179
v_Intercept_subj.35    0.245156    0.124351  -0.00411618     0.163135    0.245472    0.328516     0.48728   0.00503666
v_Intercept_subj.36    0.459916     0.12917     0.202603     0.372742    0.461913    0.550861    0.697988   0.00568185
v_Intercept_subj.37    -0.27395    0.183177    -0.637738    -0.397403   -0.275462    -0.14766   0.0783722   0.00869383
v_Intercept_subj.38    0.358491    0.126777     0.107241     0.275753    0.359137    0.446162    0.605336   0.00567113
v_Intercept_subj.39    0.305485    0.151722  -0.00469539     0.202391    0.306878    0.407034    0.601303   0.00713051
v_gain                 0.111426   0.0089482    0.0935735      0.10545    0.111387     0.11729    0.128956  0.000264356
v_gain_std            0.0497954  0.00746391     0.036893    0.0446308   0.0492483   0.0543687   0.0659439  0.000301974
v_gain_subj.1          0.188164   0.0259863     0.139628      0.16967     0.18843    0.205548     0.24046    0.0013551
v_gain_subj.2          0.116062   0.0216153    0.0755644     0.101037    0.115349    0.130777    0.158264   0.00116979
v_gain_subj.3          0.146018   0.0187461     0.109866     0.133276    0.145702    0.158611    0.183199  0.000952814
v_gain_subj.4         0.0638589   0.0248743    0.0154316    0.0470338   0.0646644   0.0809874     0.11145   0.00113944
v_gain_subj.5           0.14857   0.0215965     0.108295     0.133463    0.147996    0.163119    0.192136    0.0010332
v_gain_subj.6          0.124335   0.0215363    0.0846472     0.109531    0.124231     0.13812    0.170071   0.00102031
v_gain_subj.7           0.12891   0.0209959     0.091188     0.114267    0.127867    0.142498    0.174061   0.00103905
v_gain_subj.8         0.0701273    0.018236    0.0340672    0.0581329   0.0702666   0.0822176    0.105786  0.000897286
v_gain_subj.9          0.156248   0.0213769     0.117148     0.141205    0.155689    0.170626    0.198507   0.00109767
v_gain_subj.10         0.116201   0.0166828     0.082505     0.105628    0.116105    0.127181    0.148383  0.000919216
v_gain_subj.11        0.0498119   0.0219008   0.00537873    0.0350255   0.0501495   0.0650857   0.0926033   0.00102779
v_gain_subj.12        0.0704514   0.0180768    0.0343538    0.0580344   0.0709453    0.083477    0.104316  0.000803793
v_gain_subj.13         0.115891   0.0184672    0.0818282     0.103708    0.115432    0.128075    0.151962  0.000861064
v_gain_subj.14         0.165793   0.0201604     0.125564     0.152227    0.165714    0.179346    0.206834   0.00113114
v_gain_subj.15         0.109911   0.0168339    0.0756981    0.0989915    0.109686    0.121109    0.142543  0.000878106
v_gain_subj.16        0.0877647   0.0142867    0.0594008    0.0780787   0.0875163   0.0971279    0.116816  0.000699687
v_gain_subj.17        0.0885627   0.0207955    0.0476688    0.0742024   0.0886366    0.102729    0.130487   0.00101066
v_gain_subj.18         0.061386   0.0189899     0.022328    0.0489493   0.0616852   0.0736488   0.0993883  0.000976942
v_gain_subj.19        0.0998839   0.0178207    0.0643114    0.0876445    0.100178    0.112295    0.134271  0.000852899
v_gain_subj.20        0.0569351   0.0220838    0.0133055    0.0418353   0.0575358   0.0722161   0.0994366  0.000978916
v_gain_subj.21        0.0468447   0.0141199     0.018751    0.0371674   0.0467971   0.0566847   0.0737744  0.000738366
v_gain_subj.22        0.0369817   0.0271253   -0.0163008    0.0183667   0.0371792   0.0550123   0.0905559   0.00131306
v_gain_subj.23        0.0502392   0.0181995    0.0164849    0.0377892   0.0493914   0.0626304   0.0872705  0.000924767
v_gain_subj.24         0.166322   0.0249895     0.118838     0.149495    0.165805    0.183326    0.215907   0.00109728
v_gain_subj.25        0.0735553   0.0149761    0.0439393    0.0635173   0.0740654   0.0837136    0.101742  0.000633329
v_gain_subj.26         0.121707     0.01559    0.0913092     0.111479    0.121757    0.132132    0.151022  0.000782559
v_gain_subj.27        0.0547687   0.0214169    0.0122383    0.0405563   0.0550068   0.0688118   0.0963038  0.000966729
v_gain_subj.28         0.114303   0.0234971     0.067682    0.0980319    0.114776    0.130365    0.159789   0.00115302
v_gain_subj.29          0.15353   0.0237619      0.10862     0.137679    0.153845    0.169283    0.199916   0.00104621
v_gain_subj.30         0.093769   0.0213257    0.0493794    0.0792705   0.0939948    0.108741    0.133898   0.00088405
v_gain_subj.31         0.199114   0.0258234      0.14805     0.182071    0.199247     0.21638    0.249658   0.00121058
v_gain_subj.32         0.142333   0.0212166     0.101669     0.127558    0.141567    0.157365    0.184228  0.000994582
v_gain_subj.33          0.11696    0.022998    0.0729416     0.101498    0.116102    0.132266    0.163067   0.00105347
v_gain_subj.34         0.177609   0.0258173      0.12618     0.160201     0.17834    0.195222    0.227052   0.00136262
v_gain_subj.35         0.182176   0.0197885     0.143452     0.168792    0.182664    0.195815    0.219722  0.000943802
v_gain_subj.36        0.0894551    0.018853    0.0515345    0.0767256   0.0895896    0.102216    0.127618  0.000889054
v_gain_subj.37         0.119531   0.0264968    0.0688175     0.102552    0.118745     0.13621    0.174079   0.00132097
v_gain_subj.38         0.126493    0.017789    0.0920478     0.114111    0.126498    0.138778    0.161824  0.000871172
v_gain_subj.39         0.120521   0.0200389    0.0816291     0.107077    0.120035    0.134528     0.16004  0.000970898
v_loss                 0.160405   0.0116197     0.137588     0.152737    0.160249    0.167999    0.183727  0.000204474
v_loss_std            0.0697711  0.00921994    0.0546865    0.0634569   0.0686875   0.0752671    0.090705   0.00021773
v_loss_subj.1          0.259898   0.0187704     0.223518     0.247189    0.259927    0.272414     0.29668   0.00077787
v_loss_subj.2          0.173107   0.0160242     0.140686     0.162713    0.173059     0.18395    0.204039   0.00056005
v_loss_subj.3          0.196997   0.0170759     0.164155     0.185455    0.196938    0.208097    0.232088  0.000588837
v_loss_subj.4           0.13401   0.0197518    0.0951375       0.1212    0.134424    0.147552     0.17143   0.00066137
v_loss_subj.5          0.143343   0.0160643     0.111681     0.132776    0.143507    0.154463    0.174389  0.000521979
v_loss_subj.6          0.152249   0.0154921     0.120732     0.142192    0.152382      0.1626    0.182681  0.000553098
v_loss_subj.7          0.204492   0.0166436     0.172687     0.193279    0.204521    0.215432    0.237851  0.000591884
v_loss_subj.8         0.0525448   0.0114672    0.0308428    0.0445889   0.0522597     0.06043   0.0751071  0.000395874
v_loss_subj.9            0.2009   0.0169042     0.168804      0.18971    0.200708    0.211877    0.235355  0.000725357
v_loss_subj.10         0.102748   0.0132371    0.0766639    0.0938229    0.102439    0.111356     0.12926  0.000435734
v_loss_subj.11        0.0574736   0.0157541    0.0255601    0.0468419   0.0575987   0.0685622   0.0866804  0.000506938
v_loss_subj.12         0.144642   0.0136399     0.117921     0.135469    0.144276      0.1539    0.171344  0.000471747
v_loss_subj.13         0.128337   0.0141398     0.101211     0.118644    0.128292    0.138233    0.155719  0.000472857
v_loss_subj.14         0.177206   0.0144773     0.148361     0.167553    0.177181     0.18698    0.205653  0.000582548
v_loss_subj.15          0.15426   0.0130477     0.129243     0.145387    0.154237    0.162796    0.181552  0.000492743
v_loss_subj.16        0.0849735   0.0116898    0.0627585    0.0768572   0.0849279   0.0926216    0.107957  0.000391706
v_loss_subj.17         0.092463   0.0158288    0.0612781    0.0817459   0.0925924    0.102814    0.124031  0.000538251
v_loss_subj.18        0.0328493   0.0131528    0.0069106    0.0237731   0.0328275   0.0419026   0.0586377  0.000401572
v_loss_subj.19         0.158473   0.0147365     0.131552     0.148261    0.157972     0.16823    0.188317  0.000492658
v_loss_subj.20         0.176574   0.0164654     0.143629     0.165528    0.176555    0.187872    0.208617  0.000569418
v_loss_subj.21         0.108025   0.0100732     0.088181     0.101179    0.108076     0.11511     0.12773  0.000361162
v_loss_subj.22          0.12613   0.0202858    0.0856596      0.11252    0.126391    0.139189    0.167136  0.000617157
v_loss_subj.23        0.0630781   0.0118171     0.039886    0.0549566   0.0628815   0.0710524   0.0860664  0.000438387
v_loss_subj.24         0.145657   0.0186699     0.109756     0.133144    0.145887    0.158276    0.181934  0.000653774
v_loss_subj.25         0.159339   0.0130893     0.133889     0.150748    0.158881    0.168231    0.185011   0.00041259
v_loss_subj.26         0.133999   0.0112289     0.112166     0.126362    0.133664    0.141588    0.156068  0.000441201
v_loss_subj.27        0.0529282   0.0157647     0.022037      0.04238   0.0527854   0.0638051   0.0836822  0.000575944
v_loss_subj.28         0.207515   0.0183655     0.172146     0.195552    0.207522    0.220095    0.242825  0.000701555
v_loss_subj.29         0.257569   0.0221962     0.214799     0.242021    0.257171    0.272675    0.300422   0.00071094
v_loss_subj.30         0.131983   0.0172813    0.0980754     0.120582     0.13229    0.143505    0.164527  0.000536751
v_loss_subj.31         0.256164   0.0214108     0.214402     0.242216    0.256397    0.270256    0.298228  0.000824802
v_loss_subj.32         0.295956   0.0195284     0.255225     0.283467    0.296479    0.309196    0.332754  0.000764923
v_loss_subj.33         0.186842   0.0164458     0.153708      0.17602    0.186911    0.197936    0.218241  0.000588439
v_loss_subj.34         0.246094   0.0185633     0.208619     0.234269    0.246634    0.258805    0.281233   0.00068473
v_loss_subj.35         0.255858   0.0173467     0.222507     0.243623    0.255368    0.267685    0.290136  0.000705333
v_loss_subj.36         0.203499   0.0164604     0.171431     0.192331     0.20358    0.214464    0.236638  0.000615059
v_loss_subj.37          0.16418   0.0199987     0.125832     0.150625    0.163928     0.17763    0.203473   0.00066142
v_loss_subj.38         0.195949     0.01434     0.168392     0.186338    0.195523    0.205978    0.223833  0.000515021
v_loss_subj.39         0.244006     0.01789     0.208403     0.232056    0.244359    0.256047    0.278014  0.000617466
DIC: 23116.701920
deviance: 22904.243860
pD: 212.458061
